webszefowa@zhpkanada.ca;Organizacja PrzyjaciÛ≥ Harcerstwa w Kanadzie
webszefowa@zhpkanada.ca;Organizacja Starszego Harcerstwa w Kanadzie
parish@holyghost.ca;Parafia Ducha åwiÍtego w Winnipeg
office@mbkp.com;Parafia Matki Boøej KrÛlowej Polski w Edmonton
patriota@net4.pl;Parafia pw. åw. Jacka Odrowπøa w Ottawie
ojanusz@swjacek.ca;St. Hyacinth RC Polish Church
parafia@kazimierz.org;Parafia úw. Kazimierza w Toronto
kolbe@kolbe.ca;Parafia úw. Maksymiliana Kolbe w Mississauga
heritage@wilno.org;Park i Muzeum Polskich KaszubÛw w Kanadzie
info@pcjazzsociety.ca;Polish Canadian Jazz Society
polonianorth.ca@gmail.com;Polonia North w Bolton
bogdan@softfornet.com;Polonijny Biuletyn Informacyjny w Winnipegu
jurek.orlowski@gmail.com;Polska  Biblioteka im. Miko≥aja Reya w Kitchener
biuro@polskafundacja.org;Polska Fundacja Spo≥eczno-Kulturalna w Quebecu
info@domksiazki.com;Polska KsiÍgarnia w Toronto
trojca.montreal@yahoo.ca;Polska Liga Katolicka w Kanadzie
resaszramek@yahoo.ca;Polska Szko≥a Blessed Teresa of Calcutta w Mississauga
e_iwanicka@hotmail.com;Polska Szko≥a Gr.II  ZPwK w Hamilton
st.stanislaus@rogers.com;Polska Szko≥a Holy Angels w Etobicoke
psbayonnenj@yahoo.com;'Polska Szko≥a im. All Saint''s w Toronto'
teresaszramek@yahoo.ca;Polska Szko≥a im. Divine Mercy w Mississauga
kontakty@emiliaplater-montreal.com;Polska Szko≥a im. Emilii Plater w Montrealu
plszk_gensikorski@hotmail.com;Polska Szko≥a im. Gen. W≥adys≥awa Sikorskiego w Montrealu
kubickaa@yahoo.com;Polska Szko≥a im. I. Paderewskiego w Brampton
af736@freenet.carleton.ca;Polska Szko≥a im. Jana Brzechwy w Milton
i.gosiewska@odraniemen.org.;Polska Szko≥a im. Jana Paw≥a II w Calgary
szkolaJP2@citinet.net;Polska Szko≥a im. Jana Paw≥a II w Montrealu
evasobula@yahoo.com;Polska Szko≥a im. Jana Paw≥a II w Toronto
polishschooledmonton@gmail.com;Polska Szko≥a im. Marii Chrzanowskiej w Edmonton
polskaszkola_willesden@hotmail.com;Polska Szko≥a im. Marii Konopnickiej w Oakville
kontakt@szkolakonopnickiej.org;Polska Szko≥a im. Marii Konopnickiej w St. Catharines
teresaszramek@yahoo.ca;Polska Szko≥a im. Mary Fix w Mississauga
teresaszramek@yahoo.ca;Polska Szko≥a im. St. John the Baptist Intern. Language School w Bolton
polishradio@cjam.ca;Polska Szko≥a im. åw. A. Boboli w Winnipegu
jolamalek@onet.eu;Polska Szko≥a im. åw. Ducha w Winnipegu
polskaszkola.aberdeen@gmail.com;Polska Szko≥a im. åw. JÛzefa w Woodstock
kierownik@szkolanatrojcowie.com;Polska Szko≥a im. åw. TrÛjcy w Windsor
contact@polska-szkola.com;Polska Szko≥a St. Charles Mountain w Hamilton
e_iwanicka@hotmail.com;Polska Szko≥a årednia Orlπt Lwowskich (Red Hill Sch.) w Hamilton
szkolasaskatoon@gmail.com;Polska Szko≥a w Saskatoon
info@biblioteka.info;Polski Instytut Naukowy (PINK) i Biblioteka im. Wandy Stachiewicz w Kanadzie
polishhuntingclubofcanada@mail.com;Polski Klub Myúliwski w Kanadzie
vp.students@utoronto.ca;Polski Klub Studencki przy Uniwersytecie w Toronto
webmaster@poloniabusiness.com;Polskie Stowarzyszenie Narodowe i Ko≥o PaÒ w London
andre.polishcom@shaw.ca;Polskie Towarzystwo "Zgodaî w Vancouver
atdanuszka@shaw.ca;Polskie Towarzystwo Gimnastyczne "SokÛ≥î w Winnipeg
kpk.media@yahoo.com;Polskie Towarzystwo Muzyczne im. I. J. Paderewskiego w Winnipegu
zawisza@pcyczc.com;Polsko - Kanadyjski Jacht Klub "Bia≥y Øagiel" w Toronto
cphsalberta@gmail.com;Kanadyjsko - Polskie Towarzystwo Historyczne (CPHS) w Edmonton
hmiziniak@googlemail.com;Rada Polonii åwiata
biuro@sekretariat-misyjny.pl;Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) w Kanadzie
info@ycpa.ca;Stowarzyszenie Kanadyjsko-Polskich ProfesjonalistÛw (YPCPA) w Kanadzie
szkolasaskatoon@gmail.com;Stowarzyszenie Katolickie PolakÛw w Saskatoon
spkottawa@rogers.com;Stowarzyszenie Polskich KombatantÛw w Kanadzie
kgwestcan@gmail.com;Stowarzyszenie Polskich KombatantÛw w Kanadzie Ko≥o nr 3 w Vancouver
maria.byra@desjardins.com;Stowarzyszenie Polskich Lekarzy i BiologÛw w Montrealu
eryka.gizinska@pl.ibm.com;Stowarzyszenie Polskich StudentÛw przy Uniwersytecie Waterloo
frontctr@ssmu.mcgill.ca;Stowarzyszenie Polskich StudentÛw Uniwersytetu Mc Gill
jerrybarycki@gmail.com;Stowarzyszenie Polskiego Domu Ludowego "Dom Polski" w Windsor
eryka.gizinska@pl.ibm.com;Stowarzyszenie Polsko Kanadyjskich Lekarzy w Ottawie
institute@canadianpolishinstitute.org;Stowarzyszenie Øo≥nierzy I Dywizji Pancernej w Toronto
szkolapoloniijp2@gmail.com;Szko≥a Polonii im. Jana Paw≥a II w Hamilton
parish@holyghost.ca;Szko≥a åwiÍtego Ducha  w Winnipeg
rehab@totalóphysio.com;The Polish-Canadian Bussines and Professional Association Niagara
mwojewnik@poloniawindsor.ca;The Polish-Canadian Bussines and Professional Association of Windsor
schprov@aol.com;Towarzystwo Chrystusowe dla Polonii Zagranicznej (Chrystusowcy) w Kanadzie
elsaw2011@gmail.com;Towarzystwo Kultury Polskiej w Edmonton
kustodia@franciszkanie.org;Zakon Braci Mniejszych Konwentualnych (Franciszkanie Konwentualni) w Kanadzie
walek_michalik@yahoo.ca;ZespÛ≥ Pieúni i TaÒca "Polonezî
ursulinesahj@cogeco.ca;Zgromadzenia SiÛstr Urszulanek Serca Jezusa Konajacego (Urszulank szare) w Kanadzie
domgen@dominikanki.pl;Zgromadzenie SiÛstr úw. Dominika (Dominikanki) w Kanadzie
webszefowa@zhpkanada.ca;Zwiπzek Harcerstwa Polskiego poza Granicami Kraju Oddzia≥ Kanada
kch@zhr-kanada.org;Zwiπzek Harcerstwa Rzeczypospolitej w Kanadzie
cmarg7608@yahoo.ca;Zwiπzek Narodowoúci Polskich w Kanadzie
i.malinowski@znp.ca;Zwiπzek Nauczycielstwa Polskiego w Kanadzie
zwiazekpolakowkz@mail.ru;AktiubiÒskie Polskie Narodowo-Kulturalne Centrum "åwiat≥o"
pskoodrodzenie@wp.pl;Centrum Kultury Polskiej w A≥maty
gazetaglospolski@mail.kz;Dom Kultury Polskiej przy Parafii Rzymskokatolickiej pw. úw. Ap. Piotra i Paw≥a w Czka≥owie
zwiazekpolakowkz@mail.ru;Døambulskie Obwodowe Polskie Centrum Kultury
cssr-kz@mail.ru;Parafia TrÛjcy åwiÍtej w Pietropaw≥owsku
i.gosiewska@odraniemen.org;Polski Spo≥eczny Fundusz "Rodacyî w SzczuczyÒsku
gazetaglospolski@mail.kz;Polskie Centrum Kulturalne "Nadzieja" w Temirtau
pmck@list.ru;Polskie M≥odzieøowe Centrum Kultury Obwodu AkmoliÒskiego
zwiazekpolakowkz@mail.ru;Polskie Stowarzyszenie Kulturalno-Oúwiatowe "WiÍü"
ebeloshchitskaya@mail.ru;Po≥udniowo - KazachstaÒskie Obwodowe Polskie Centrum Kultury "Ojczyzna"
redakcja@jezuici.pl;Towarzystwo Jezusowe (Jezuici) w Kazachstanie
zwiazekpolakowkz@mail.ru;Wschodnio-KazachstaÒskie Obwodowe Polskie Centrum Kultury
ossr@redemptorystki.pl;Zakon NajúwiÍtszego Odkupiciela (Siostry Redemptorystki) w Kazachstanie
sanktuar@poczta.onet.pl;Zgromadzenie KsiÍøy Misjonarzy Matki Boskiej z La Salette (Saletyni) w Kazachstanie
sekretariat@cssr.pl;Zgromadzenie NajúwiÍtszego Odkupiciela (Redemptoryúci) w Kazachstanie
dom.jerozol@faustyna.pl;Zgromadzenie SiÛstr Matki Boøej Mi≥osierdzia w Kazachstanie
dom.jerozol@faustyna.pl;Zgromadzenie SiÛstr Mi≥osierdzia úw. Wincentego ? Paulo (Szarytki) w Kazachstanie
kazakhstan@iwi.org.pl;Zjednoczenie PolakÛw Obwodu AkmoliÒskiego
pskoodrodzenie@wp.pl;Zwiπzek PolakÛw w Kazachstanie Zarzπd G≥Ûwny
felicjanki_rp@wp.pl ;Zgromadzenie SiÛstr úw. Feliksa z Kantalicjo (Felicjanki) w Kenii
sekretariat@pkspolonus.pl;"Polonusî
zwiazekpolakowkz@mail.ru;Polskie Stowarzyszenie Kulturalno-Oúwiatowe "Odrodzenieî w Biszkeku
powolania@sac.org.pl;Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) w Kolumbii
hormisyjne@box43.pl;Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) w Korei Po≥udniowej
npavkovi@eunet.yu;"Wieúci Pustynneî
marek@kems.net;Polskie Towarzystwo Kulturalne w Kuwejcie
polskiecedry@polskiecedry.com;"Polskie Cedryî
marketing@ekai.pl;Cmentarz UchodücÛw Polskich w Bejrucie
info@kurierwilenski.lt;"Kurier WileÒski" Dziennik Polski na Litwie
magazyn@magwil.lt;"Magazyn WileÒski" ñ Pismo PolakÛw na Litwie
pogonlt@gmail.com;"Nasz Czasî
info@tygodnik.lt;"Tygodnik WileÒszczyzny"
radar@zw.lt!;"Znad Wilii" Portal internetowy
utwrudasl@tlen.pl;Akademia Trzeciego Wieku w Wilnie
info@awpl.lt;Akcja Wyborcza PolakÛw na Litwie (AWPL)
btckpl@wp.pl;Centrum Kultury Polskiej na Litwie im. Stanis≥awa Moniuszki w Wilnie
eisiskiukultura@gmail.com;Centrum Kultury Rejonu Solecznickiego - Bia≥owackie Centrum Imprez
salcininkai.kultura@gmail.com;Centrum Kultury Samorzπdu Rejonu Solecznickiego - JaszuÒskie Centrum Imprez
biuro@zpl.l;Centrum Sportowe Zwiπzku PolakÛw na Litwie
tomaszewska.iwona97@gmail.com;ChrzeúcijaÒskie Centrum Rozwoju M≥odzieøy w Szumsku
forumrodzice@gmail.com;Dobroczynne Stowarzyszenie Polskich KombatantÛw na Litwie
info@polskidom.ti;Dom Kultury Polskiej w Wilnie
rytelm@poczta.onet.pl;DzieciÍco-M≥odzieøowy ZespÛ≥ Pieúni i TaÒca "Truskaweczkaî
poczta_smok@wp.pl;Forum M≥odzieøy Polskiej na Litwie
info@korona.lt;Forum PrzedsiÍbiorczoúci Polskiej "Korona" w Wilnie
inswsch@ikp.atm.com.pl;Forum WspÛ≥pracy Litwy, Polski i Unii Europejskiej "Integraî w Wilnie
btckpl@wp.pl;Fundacja Kultury Polskiej na Litwie im. J. Montwi≥≥a w Wilnie
prezes@klion.lt.;Fundacja Rozwoju Gospodarki i Kultury w Wilnie
sjsg@etanetas.it;Gimnazjum im. Jana åniadeckiego w Solecznikach
	pogonlt@gmail.com;G≥os z Litwy - PogoÒ.lt
zsjmwilno@wp.pl;Hospicjum b≥. Ks. M. SopoÊki w Wilnie
kunigasvytautas@takas.lt;Katolickie Stowarzyszenie PolakÛw na Litwie
ldk.pkd@gmail.com;Klub AbsolwentÛw Uczelni Wyøszych w Wilnie
info@polskidom.lt;Klub PrzedsiÍbiorcÛw WileÒszczyzny
forumrodzice@gmail.com;Klub PrzewodnikÛw WileÒskich
ldk.pkd@gmail.com;Klub SeniorÛw Nauczycieli w Wilnie
kspolonia@gmail.com;Klub Sportowy "Poloniaî Wilno
info@klubstudentow.lt;Klub StudentÛw Polskich w Wilnie
info@polish-spk-foundation.org.au;Klub WeteranÛw Armii Krajowej w Wilnie
prezes@klion.lt.;Klub W≥ÛczÍgÛw WileÒskich
info@polskidom.lt;Ko≥o WdÛw po Kombatantach w Wilnie
info@polskidom.lt;Kongres PolakÛw  Litwy
trinapolis@vilnensis.lt;KoúciÛ≥ pw. åw. Ducha (DominikaÒski) w Wilnie
info@l24.it;L24.lt Portal spo≥eczno-informacyjny
parapija@bosko.lt;Parafia åw. Jana Bosko w Wilnie
parafiadaleszyce@gmail.com;Parafia åw. Micha≥a Archanio≥a w Szumsku
lkpax@mail.ru.;Parafialny Klub Sportowo-Rekreacyjny "Pax" w Landwarowie
galeriaznadwilii@gmail.com;Polska Galeria Artystyczna "Znad Wiliiî
magazyn@magwil.lt;Polska Sekcja WileÒskiej WspÛlnoty WiÍüniÛw Politycznych i Zes≥aÒcÛw
stanislav@vrku.l;Polska Unia Kredytowa Wilno
biuro@stow-wiezi.org.pl;Polski Dom Dziecka w Pobrodziu
dom-polski@wp.pl;Polski Dom Dziecka w Solecznikach
smiglewski@bigpond.com;Polski Klub BiznesmenÛw
magazyn@magwil.lt;Polski Klub Dyskusyjny
jankovski.antoni@gmail.com;Polski Uniwersytet Trzeciego Wieku w Solecznikach
spklitwa@gmail.com;Polski ZespÛ≥ Pieúni "Issaì w Kiejdanach
okurek@wsiz.rzeszow.pl;Polskie Centrum Prasowe i Konferencyjne na Litwie "Infopol" (PCPL)
polmedlitwa@hotmail.com;Polskie Stowarzyszenie Medyczne na Litwie
teatr.studio.wilno@gmail.com;Polskie Studio Teatralne w Wilnie
rastine@zw.lt;Radio "Znad Wilii"
wilenszczyzna@yahoo.com;Reprezentacyjny ZespÛ≥ Pieúni i TaÒca "WileÒszczyznaî
Rossa.Wilno@gmail.com;Spo≥eczny Komitet Opieki nad Starπ Rossπ
polkonsulat@takas.lt;Stowarzyszenie InwalidÛw i EmerytÛw PolakÛw na Litwie
info@polskaszkola.lt;Stowarzyszenie Nauczycieli SzkÛ≥ Polskich na Litwie "Macierz Szkolnaî
snpl-zg@googlegroups.com;Stowarzyszenie NaukowcÛw PolakÛw Litwy
info@polonista.lt;Stowarzyszenie PolonistÛw na Litwie
a.kajzer@gmx.net;Stowarzyszenie TechnikÛw i InøynierÛw Polskich na Litwie
znadwilii@wp.pl;Stowarzyszenie Uøytecznoúci Publicznej na Rzecz Rozwoju Kultury "Znad Wilii"
info@polskaszkola.lt;Szkolny Punkt PrzedmiotÛw Ojczystych w Wilnie
wilteatr@op.pl;Teatr Polski w Wilnie
ambpol@tdd.lt;Towarzyski Klub Lekarzy w Wilnie
barfu@tut.by;Uniwersytet Trzeciego Wieku w K≥ajpedzie
forumrodzice@gmail.com;WileÒskie Towarzystwo Dobroczynnoúci
wydawca@wilnoteka.it;Wilnopedia
wydawca@wilnoteka.it;Wilnoteka.lt
b.v.k.c.bendruomene@takas.lt;WspÛlnota Kraju Bia≥owackiego
sercanki.pow@wp.pl;Zgromadzenie CÛrek Najczystszego Serca NajúwiÍtszej Maryi Panny (Sercanki) na Litwie
misje.aniol@o2.pl;Zgromadzenie SiÛstr od Anio≥Ûw na Litwie
vilnius@mg.gov.pl;Zrzeszenie "Media Polskie na Litwieî w Wilnie
info@polskidom.lt;Zrzeszenie PlastykÛw Polskich "Elipsaî w Wilnie
polkonsulat@takas.lt;Zwiπzek Harcerstwa Polskiego na Litwie
prezes@zpl.lt;Zwiπzek PolakÛw na Litwie
zppl@zppl.it;Zwiπzek PolakÛw PrawnikÛw na Litwie
ambpol@tdd.lt;Zwiπzek Sportowy PolakÛw na Litwie "Poloniaî
psdlux@gmail.com;Polskie Stowarzyszenie Dysleksji w Luksemburgu PSDLux
swiatecznykonkursmuzyczny@wp.pl;Stowarzyszenie Kulturalne Stare Kino Ancien Cinema w Vianden
info@luxcordis.org;Stowarzyszenie Lux Cordis w Oberanven
redakcja@rodzice.lu;Stowarzyszenie RodzicÛw UczniÛw Szko≥y Polskiej (APEEPL)
luksemburg@orpeg.pl;Szkolny Punkt Konsultacyjny przy Ambasadzie RP w Luksemburgu
info@acpol.org;Towarzystwo PrzyjaciÛ≥ Kultury Polskiej im. M. Reja w Luksemburgu
fryderykchopin1929@yahoo.fr;Zwiπzek PolakÛw im. Fryderyka Chopina w Luksemburgu
info@dautkom.lv ;"Akcenty Polskie"
radio@aliseplus.lv;"G≥os M≥odych PolakÛw"
webmaster@kontakty.org;"£atgalia / Nasz Czas"
radio@aliseplus.lv;"PolskofalÛwka"
polukultura@inbox.lv;Centrum Kultury Polskiej w Dyneburgu
janvisnievski@inbox.lv;Klub Kultury Polskiej "Polonezî w Rydze
dpolvsk@apapollo.lvollo.lv ;PaÒstwowe Gimnazjum Polskie im. JÛzefa Pi≥sudskiego w Dyneburgu
poluvsk@rezekne.lv;PaÒstwowe Gimnazjum Polskie im. Stefana Batorego w Rezekne
ceslava5@inbox.lv;Polska Szko≥a Podstawowa im. Rodu hr. PlaterÛw w Kraslavej
pci@inbox.lv;Polskie Centrum Informacji "Turisî w Rydze
oswiatapolska@idsl.pl;Polskie Przedszkole nr 29 im. Jana Platera Gajewskiego w Dyneburgu
zgromadzenie@dominikanki-misjonarki.org;Siostry Dominikanki Misjonarki Jezusa i Maryi (Dominikanki Misjonarki) na £otwie
zmp@email.com;Stowarzyszenie "Odrodzenie Inflant" w Dyneburgu
ambpol@apollo.lv;Towarzystwo Dobroczynnoúci w Rydze
niedzielapodlaska@gmail.com;ZespÛ≥ taneczny ìKuku≥eczkaî w Dyneburgu
ambpol@apollo.lv;Zwiπzek M≥odych PolakÛw na £otwie
zsamardziska@yahoo.com;MacedoÒsko ñ Polskie Towarzystwo Kultury "Wardarî
polonia_mak@informa.com.mk;Polskie Stowarzyszenie "Klub Polonia" w Skopje
marketing@ekai.pl;Misjonarze Oblaci Maryi Niepokalanej na Madagaskarze
apologne@onpt.net.ma;Towarzystwo Kulturalne "Poloniaî w Rabacie
conspl@mbox.azure.net;Towarzystwo Przyjaüni Polsko-MarokaÒskiej w Casablance
hormisyjne@box43.pl;Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) w Meksyku
janharas@prodigy.net.mx;Stowarzyszenie PolakÛw w Meksyku
fundacja@spk-wb.com;Stowarzyszenie Polskich KombatantÛw w Meksyku
embajadadepoloniaenmexico@msz.gov.pl;Szko≥a polska przy Ambasadzie RP w Meksyku
misje@sds.pl;Towarzystwo Boskiego Zbawiciela (Salwatorianie) w Meksyku
sukces@cancun.com.mx;Zwiπzek PolakÛw i PrzyjaciÛ≥ Polski w Meksyku
redakcja.jutrzenka@gmail.com;"Jutrzenka" Pismo PolakÛw w Mo≥dawii
kur@storm.ca;"Polska Fala" Audycja radiowa
sukces@cancun.com.mx;Ko≥o Rodzin Polskich w Styrczy
episcopia@starnet.md;Parafia Rzymsko-Katolicka pw. Opatrznoúci Boøej w Kiszyniowie
polonija.rybnica@gmail.com;Stowarzyszenie "Mo≥dawsko-Polski Oúrodek Wspierania PrzedsiÍbiorczoúciî
sekretariat@spotkaniamalzenskie.pl;Stowarzyszenie "Spotkania Ma≥øeÒskie" w Mo≥dawii
polonia@beltsy.md;Stowarzyszenie Kultury Polskiej "Dom Polskiî w Bielcach
polonija.rybnica@gmail.com;Stowarzyszenie PolakÛw "Polonia" w Rybnicy
polonija.rybnica@gmail.com;Stowarzyszenie PolakÛw Gagauzji
dudaboris@yahoo.com;Stowarzyszenie Polonijnych Organizacji Medycznych w Mo≥dawii
siniavskaia@list.ru;Towarzystwo Polskiej Kultury "Jasna GÛraî w Tyraspolu
jadwigaza@onkol.kielce.pl;Uniwersytet Trzeciego Wieku w Bielcach
misje@scj.pl;Zgromadzenie KsiÍøy NajúwiÍtszego Serca Jezusowego (Sercanie) w Mo≥dawii
edward_@mail.ru;Zwiπzek Kultury Polskiej "Polonia" w Styrczy
edward_@mail.ru;Zwiπzek PolakÛw w Mo≥dawii
atmabjaia@teledata.mz;Klub PrzyjaciÛ≥ Polski (Clube Polonia e Amigos CPA) w Mozambiku
adalmar@prasa-polska.com;"Adalmar" ñ dystrybutor polskiej prasy w Europie Zachodniej
Redakcja@ANGORA-online.de;"Angora" Przeglπd Prasy
Redakcja@ANGORA-online.de;"Angoraî Redakcja w Niemczech
km@zaluski.de;"Biuletyn Bawarskiî
kontakt@czaszmian.de;"Czas Zmianî
post@forum-bremen.de;"Forum Reportî
antykwariatrafal@gmail.com;"Herald. Historia, Genealogia, Heraldykaî
post@a-miller.de;"Informator Polonii Monachijskiej"
webmaster@kontakty.org;"Komunikat Polskiego Towarzystwa Medycznegoî
artyst@zdk.zamosc.pl;"Kwartalnik Kulturalnyî
kontakt@dialogmagazin.eu;"Magazyn Polsko-Niemiecki DIALOGî
stbudyn@pmk-niemcy.eu;"Nasze S≥owoî
kontakt@peryskop.pl;"Peryskopî
service@polskadomena.de;"Polska Domena"
redakcja@samo-zycie.com;"Samo Øycieî
jp@zoltestrony.de;ÑØÛ≥te Strony" ñ Polski Informator Branøowy w Niemczech
marianum@oaza.de;"Øycie w úwietleî
MAIL@ANNE-AUGUSTUM.DE;Augustum-Annen-Gymnasium w Gˆrlitz
institut@polonicus.info;Europejski Instytut Kultury i MediÛw "Polonicus" w Aachen
vorstand@fc-polonia.com;FC Polonia Berlin
Cz.Nowak@gmx.de;Instytut BadaÒ nad Kulturπ Polonijnπ w Monachium
klubgp.berlinb@googlemail.com;Klub Gazety Polskiej - Berlin ñ Brandenburg
klubgp.berlinb@googlemail.com;Klub Gazety Polskiej - Berlin II
klubgpessen@googlemail.com;Klub Gazety Polskiej - Essen
klubgpfrankfurt@web.de;Klub Gazety Polskiej - Frankfurt Nad Menem
aslomianowski@googlemail.com;Klub Gazety Polskiej - Gˆrlitz
kgp.hamburg@googlemail.com;Klub Gazety Polskiej - Hamburg
klubgpmonachium@gmail.com;Klub Gazety Polskiej - Monachium
eckertstefanleckert@nikocity.de.;Klub Polskich Kobiet w Saarlandzie
stefan.wladysiuk@mail.mcgill.ca;Ko≥o PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Monachium
rumin@sbcglobal.net;Krπg Polonijny Partnerstwa Miast Schwerte-Nowy Sπcz
dyskryminacja.berlin@googlemail.com;MiÍdzynarodowe Stowarzyszenie Przeciw Dyskryminacji Dzieci w Niemczech
schwalmstadt@oblaten.de;Misjonarze Oblaci Maryi Niepokalanej w Niemczech
klupp@bracz.edu.pl;M≥odzieøowa Grupa Filmowa "International" przy Stowarzyszeniu PolakÛw w Saksonii i Turyngii
sekretariat@museen-dresden.de;Muzeum im. J. Kraszewskiego w Dreünie
stefanl.eckertstefanleckert@nikocity.de;Niemiecko ñ Polskie Towarzystwo Kulturalne w Saarbr¸cken
biuro@parafiafrankfurt.de;Parafia Niepokolanego Serca Maryi we Frankfurcie nad Menem
thepegasusfoundation@gmail.com;Pegasus Foundation w Hamburgu
info@pol-in.eu;Polki w Gospodarce i Kulturze
info@polonia-ffm.de;Polonia FFM
info@polonia-ffm.de;Polonia Monachium (S.c. Polonia Munchen e.V.)
edward-dewucki@t-online.de;Polonijny Klub Sportowy w Hanowerze (S.c. Polonia Hannover e.V)
d.kisiala@studenci.de;Polscy Studenci i Absolwenci w Monachium
elawarkocz@web.de;Polska grupa folklorystyczna "Balladyna" w Berlinie
office@pwdorg.org;Polska Izba Gospodarcza w Niemczech
j.latka@t-online.de;Polska KsiÍgarnia Wysy≥kowa w Erftstadt
josef.malinowski@gmx.net;Polska Macierz Szkolna w Niemczech
info.hessstr@pmk-muenchen.de;Polska Parafia Katolicka w Monachium
post@polskarada-berlin.de;Polska Rada - Zwiπzek Krajowy w Berlinie
polskarada@polskarada.de;Polska Rada Spo≥eczna w Niemczech
stadtbuecherei@stadt.hamm.de;Polska Szko≥a w Hamm
adalmar@prasa-polska.com;Polski Klub Katolicki w Monachium
poloniamed@gmail.com;Polski Klub Øeglarski "Akwizgranî e.V
pot@pot.gov.pl;Polski Oúrodek Informacji Turystycznej w Niemczech
kulturzentrum@interia.pl;Polski Oúrodek Kultury we Frankfurcie nad Menem
pl-patria@pl-patria.de;Polskie Stowarzyszenie "Patriaî w Osnabr¸ck
w.pomorski@gmail.com;Polskie Stowarzyszenie Rodzice Przeciw Dyskryminacji Dzieci w Niemczech
pssk.stuttgart@t-online.de;Polskie Stowarzyszenie Spo≥eczno-Kulturalne w Badenii-Wirtembergii
mataczyn@amu.edu.pl;Polskie Stowarzyszenie StudentÛw w Trewirze
polska@szkola.de;Polskie Stowarzyszenie Szkolne "Oúwiataî w Saarbr¸cken
malinowski-kiel@t-online.de;Polskie Stowarzyszenie Szkolne "Sawaî w Kilonii
†info@nekropole.info;Polskie Towarzystwo Gimnastyczne "SokÛ≥î w Niemczech
info@poloniaberlin.de;PolskojÍzyczny Serwis Informacyjny z Berlina
polonia@zajac-online.de;Stowarzyszenie Kulturalne "Poloniaî w Berlinie
sowa@studio.moblog.pl;Stowarzyszenie PolakÛw w Niemczech "Lechiaî w Hanau
olaf.groborz@gmx.de;Stowarzyszenie PolakÛw w RFN "Lechî w Furstenfeldbruck
info@berpol.de;Stowarzyszenie Polskich HandlowcÛw i Przemys≥owcÛw "Berpolî w Berlinie
info@vpi-sip.de;Stowarzyszenie Polskich InøynierÛw w D¸sseldorfie
ifa@novanet.com.br;Stowarzyszenie Polskich KombatantÛw w Niemczech
info@ipu-germany.deinfo;Stowarzyszenie PolskojÍzycznych PrzedsiebiorcÛw w Hanowerze
kolonia.polonia@msz.gov.pl;Stowarzyszenie Popierania KontaktÛw Polsko-Niemieckich przy Instytucie Nauczania JÍzyka i Kultury Polskiej "Polonicum" Uniwersytetu im. J. Gutenberga
agnieszka_ciesielska@yahoo.de;Szko≥a JÍzyka i Kultury Polskiej im. Jana Paw≥a II we Frankfurcie nad Menem
mail@polonia-harburg.de;Szko≥a JÍzyka i Kultury Polskiej przy Polskiej Misji Katolickiej w Hamburgu
hamburg.kg.sekretariat@msz.gov.pl;Szko≥a Polska przy Kosulacie Generalnym RP w Hamburgu
info.hessstr@pmk-muenchen.de;Szko≥a PrzedmiotÛw Ojczystych im. Jana Paw≥a II w Monachium
info.hessstr@pmk-muenchen.de;Szko≥a PrzedmiotÛw Ojczystych przy Polskiej Parafii w Monachium na Neuperlachu
oswiataberlin@web.de.;Teatr "Bez Paniki" w Berlinie
Puppentheater_Offene-Augen@web.de;Teatr Lalki i Aktora "Otwarte Oczyî w Bielefeld
buero@transform-schauspielschule.de;Teatr Studio - Polsko Niemiecka Scena w Berlinie
edmunddruz@yahoo.de;Towarzystwo Chrystusowe dla Polonii Zagranicznej (Chrystusowcy) w Niemczech
polonia.od.ua@gmail.com;Towarzystwo Polonijne w Bonn
academia.e.V@web.de;Towarzystwo Polskich ArtystÛw PlastykÛw w Niemczech "Academia"
magdalena.kozuch@kul.pl;Towarzystwo PrzyjaciÛ≥ Katolickiego Uniwersytetu Lubelskiego w Niemczech
misjonarki@mchr.pl;Zgromadzenie SiÛstr Misjonarek Chrystusa KrÛla dla Polonii Zagranicznej (Misjonarki Chrystusa KrÛla) w Niemczech
cssjkrk@rubikon.pl;Zgromadzenie SiÛstr åwiÍtego JÛzefa (JÛzefitki) w Niemczech
ambasada.berlin@t-online.de;Zjednoczenie PolakÛw w Berlinie
oswiataberlin@web.de.;Zrzeszenie Federalne ñ Polskie Forum w Niemczech
vpj@vpj.info;Zrzeszenie PolskojÍzycznych PrawnikÛw w Hamm
polonia@kulaszewski.de;Zwiπzek Dziennikarzy Polskich w Niemczech (ZDPN)
	biuro@zhpwn.org;Zwiπzek Harcerstwa Polskiego w Niemczech
josef.malinowski@gmx.net;Zwiπzek PolakÛw w Niemczech "Rod≥oî
josef.malinowski@gmx.net;Zwiπzek PolakÛw w Niemczech "Zgodaî
personnummer@katolsk.no;"Informator katolicki"
personnummer@katolsk.no;Duszpasterstwo Polskie przy Parafii úw. Olafa w Oslo
stolavtr@broadpark.no;Duszpasterstwo Polskie przy Parafii úw. Olafa w Trondheim
